,lens_mass,zS,zL,source_ra,source_dec,lens_ra,lens_dec,thetaE
0,1000000.0,2.0,0.5,0,0.5,0,0,9.808814510294363e-09
1,10000000000000.0,2.0,0.5,0,0.5,0,0,3.1018194998639306e-05
