,lens_mass,zS,zL,source_ra,source_dec,lens_ra,lens_dec,thetaE,macro0_ra,macro1_ra,macro2_ra,macro3_ra,macro0_dec,macro1_dec,macro2_dec,macro3_dec,macro_td0,macro_td1,macro_td2,macro_td3,macro_mag0,macro_mag1,macro_mag2,macro_mag3,macro_morse0,macro_morse1,macro_morse2,macro_morse3
0,1000000.0,2.0,0.5,0,0.5,0,0,9.808814510294364e-09,7.649530e-21,-4.963085e-24,-4.963085e-24,,1.436062e-08,-4.398235e-09,-1.563570e-10,,0.0,28.347301759641844,30.476577997553317,,3.805914234888172,-0.7702975875500971,0.0011987086445600606,,0,0.5,1,
1,10000000000000.0,2.0,0.5,0,0.5,0,0,3.1018194998639306e-05,6.750718e-21,-7.593361e-21,,,-1.461058e-05,4.562892e-05,,,286969691.32705885,0.0,,,-0.7677602064229267,3.806291948024561,,,0.5,0,,
